"ESA_Population_Name","Brood_Year","Species","pNOB","pHOB","Total_Releases","Popfit","Best_Value","NOSAIJ","NOSAEJ","pHOSIJ","pHOSEJ","TSAIJ","TSAEJ","pHOS","pNOS","pNI","NOSA","TSA"
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2013,"coho",0.312845297710737,0.687154702289263,329906,"Same","Yes",NA,59,NA,0.859,NA,406,0.859,0.141,0.266968087273889,59,406
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2014,"coho",0.399394545312322,0.600605454687678,89680,"Same","Yes",NA,150,NA,0.9,NA,1481,0.9,0.1,0.307369725964429,150,1481
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2015,"coho",0.0465846972011738,0.953415302798826,491632,"Same","Yes",NA,31,NA,0.88,NA,259,0.88,0.12,0.0502757031730469,31,259
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2016,"coho",0,1,292161,"Same","Yes",NA,74,NA,0.644,NA,210,0.644,0.356,0,74,210
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2017,"coho",0,1,301444,"Same","Yes",NA,64,NA,0.588,NA,159,0.588,0.412,0,64,159
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2018,"coho",0,1,301981,"Same","Yes",NA,79,NA,0.642,NA,222,0.642,0.358,0,79,222
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2019,"coho",0,1,287655,"Same","Yes",NA,143,NA,0.51,NA,304,0.51,0.49,0,143,304
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2020,"coho",0,1,303983,"Same","Yes",NA,245,NA,0.733,NA,940,0.733,0.267,0,245,940
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2021,"coho",0,1,303490,"Same","Yes",NA,253,NA,0.754,NA,1057,0.754,0.246,0,253,1057
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2022,"coho",NA,NA,0,"Same","Yes",NA,268,NA,0.606,NA,691,0.606,0.394,NA,268,691
"Salmon, coho (Lower Columbia River ESU) Kalama River - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2010,"coho",0.363035128786547,0.636964871213453,1879882,"Portion","Yes",NA,7002,NA,0.135,NA,8543,0.135,0.865,0.728934783518334,7002,8543
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2011,"coho",0.2957159103019,0.7042840896981,2375113,"Portion","Yes",NA,5254,NA,0.111,NA,6192,0.111,0.889,0.727082228188206,5254,6192
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2012,"coho",0.270917972358029,0.729082027641971,2069654,"Portion","Yes",NA,4610,NA,0.129,NA,5522,0.129,0.871,0.677433851648677,4610,5522
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2013,"coho",0.0910820382669518,0.908917961733048,2261971,"Portion","Yes",NA,6424,NA,0.159,NA,7833,0.159,0.841,0.364208636886291,6424,7833
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2014,"coho",0.298532343369945,0.701467656630055,2112914,"Portion","Yes",NA,24951,NA,0.047,NA,26432,0.047,0.953,0.863978001186189,24951,26432
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2015,"coho",0.139007297235995,0.860992702764005,2375837,"Portion","Yes",NA,2540,NA,0.075,NA,2740,0.075,0.925,0.649544660538867,2540,2740
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2016,"coho",0,1,1183600,"Portion","Yes",NA,4736,NA,0.08,NA,5202,0.08,0.92,0,4736,5202
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2017,"coho",0,1,1280316,"Portion","Yes",NA,2807,NA,0.18,NA,3332,0.18,0.82,0,2807,3332
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2018,"coho",0,1,1103442,"Portion","Yes",NA,3003,NA,0.085,NA,3320,0.085,0.915,0,3003,3320
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2019,"coho",0,1,1188282,"Portion","Yes",NA,3696,NA,0.065,NA,3807,0.065,0.935,0,3696,3807
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2020,"coho",0,1,1237451,"Portion","Yes",NA,4857,NA,0.071,NA,5275,0.071,0.929,0,4857,5275
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2021,"coho",0,1,1208831,"Portion","Yes",NA,6448,NA,0.131,NA,7489,0.131,0.869,0,6448,7489
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2022,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Lower Cowlitz River - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2010,"coho",NA,NA,0,"Portion","Yes",NA,555,NA,0.24,NA,736,0.24,0.76,NA,555,736
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2011,"coho",NA,NA,0,"Portion","Yes",NA,446,NA,0.115,NA,517,0.115,0.885,NA,446,517
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2012,"coho",NA,NA,0,"Portion","Yes",NA,498,NA,0.155,NA,601,0.155,0.845,NA,498,601
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2013,"coho",NA,NA,0,"Portion","Yes",NA,631,NA,0.227,NA,827,0.227,0.773,NA,631,827
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2014,"coho",NA,NA,0,"Portion","Yes",NA,1537,NA,0.268,NA,2125,0.268,0.732,NA,1537,2125
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2015,"coho",NA,NA,0,"Portion","Yes",NA,340,NA,0.129,NA,399,0.129,0.871,NA,340,399
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2016,"coho",NA,NA,0,"Portion","Yes",NA,706,NA,0.075,NA,770,0.075,0.925,NA,706,770
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2017,"coho",NA,NA,0,"Portion","Yes",NA,509,NA,0.147,NA,614,0.147,0.853,NA,509,614
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2018,"coho",NA,NA,0,"Portion","Yes",NA,555,NA,0.197,NA,703,0.197,0.803,NA,555,703
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2019,"coho",NA,NA,0,"Portion","Yes",NA,1075,NA,0.261,NA,1479,0.261,0.739,NA,1075,1479
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2020,"coho",NA,NA,0,"Portion","Yes",NA,1113,NA,0.089,NA,1251,0.089,0.911,NA,1113,1251
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2021,"coho",NA,NA,0,"Portion","Yes",NA,1344,NA,0.064,NA,1449,0.064,0.936,NA,1344,1449
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2022,"coho",NA,NA,0,"Portion","Yes",NA,1363,NA,0.204,NA,1770,0.204,0.796,NA,1363,1770
"Salmon, coho (Lower Columbia River ESU) Lower Gorge Tributaries - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2010,"coho",NA,NA,0,"Same","Yes",NA,875,NA,0.123,NA,998,0.123,0.877,NA,875,998
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2011,"coho",NA,NA,0,"Same","Yes",NA,514,NA,0.187,NA,633,0.187,0.813,NA,514,633
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2012,"coho",NA,NA,0,"Same","Yes",NA,549,NA,0.024,NA,563,0.024,0.976,NA,549,563
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2013,"coho",NA,NA,0,"Same","Yes",NA,702,NA,0.073,NA,758,0.073,0.927,NA,702,758
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2014,"coho",NA,NA,0,"Same","Yes",NA,2480,NA,0.12,NA,2821,0.12,0.88,NA,2480,2821
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2015,"coho",NA,NA,0,"Same","Yes",NA,632,NA,0.072,NA,682,0.072,0.928,NA,632,682
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2016,"coho",NA,NA,0,"Same","Yes",NA,1087,NA,0.129,NA,1250,0.129,0.871,NA,1087,1250
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2017,"coho",NA,NA,0,"Same","Yes",NA,822,NA,0.082,NA,896,0.082,0.918,NA,822,896
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2018,"coho",NA,NA,0,"Same","Yes",NA,918,NA,0.154,NA,1086,0.154,0.846,NA,918,1086
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2019,"coho",NA,NA,0,"Same","Yes",NA,1440,NA,0.278,NA,1996,0.278,0.722,NA,1440,1996
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2020,"coho",NA,NA,0,"Same","Yes",NA,1477,NA,0.108,NA,1664,0.108,0.892,NA,1477,1664
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2021,"coho",NA,NA,0,"Same","Yes",NA,1392,NA,0.145,NA,1629,0.145,0.855,NA,1392,1629
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2022,"coho",NA,NA,0,"Same","Yes",NA,1703,NA,0.243,NA,2258,0.243,0.757,NA,1703,2258
"Salmon, coho (Lower Columbia River ESU) Mill, Abernathy, and Germany Creeks - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2010,"coho",0,1,1894089,"Same","Yes",NA,2157,NA,0.266,NA,2956,0.266,0.734,0,2157,2956
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2011,"coho",0,1,1864208,"Same","Yes",NA,1389,NA,0.232,NA,1812,0.232,0.768,0,1389,1812
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2012,"coho",0.00879718840335063,0.991202811596649,2050206,"Same","Yes",NA,1524,NA,0.153,NA,1806,0.153,0.847,0.0543717013266001,1524,1806
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2013,"coho",0,1,2148984,"Same","Yes",NA,1390,NA,0.844,NA,8902,0.844,0.156,0,1390,8902
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2014,"coho",0.129455680667832,0.870544319332168,2177701,"Same","Yes",NA,4840,NA,0.655,NA,14003,0.655,0.345,0.165026124302679,4840,14003
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2015,"coho",0.0185313725397614,0.981468627460239,1666442,"Same","Yes",NA,1007,NA,0.79,NA,4801,0.79,0.21,0.0229197940477567,1007,4801
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2016,"coho",0.122153734246127,0.877846265753873,2016371,"Same","Yes",NA,3350,NA,0.653,NA,9654,0.653,0.347,0.157586461690631,3350,9654
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2017,"coho",0.0613449128061972,0.938655087193803,2193389,"Same","Yes",NA,4274,NA,0.553,NA,9613,0.553,0.447,0.0998541886283174,4274,9613
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2018,"coho",0.0137815097980995,0.9862184902019,1916165,"Same","Yes",NA,2984,NA,0.711,NA,10417,0.711,0.289,0.0190147094148947,2984,10417
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2019,"coho",0.0356546734949578,0.964345326505042,1957690,"Same","Yes",NA,4433,NA,0.523,NA,9307,0.523,0.477,0.0638223847155904,4433,9307
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2020,"coho",0.11158906066161,0.88841093933839,2155007,"Same","Yes",NA,7739,NA,0.439,NA,13831,0.439,0.561,0.202672135417148,7739,13831
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2021,"coho",0.175790595528496,0.824209404471504,2146597,"Same","Yes",NA,4761,NA,0.622,NA,12589,0.622,0.378,0.220346788385044,4761,12589
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2022,"coho",NA,NA,0,"Same","Yes",NA,4862,NA,0.628,NA,13082,0.628,0.372,NA,4862,13082
"Salmon, coho (Lower Columbia River ESU) North Fork Lewis River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2010,"coho",0.333482206122966,0.666517793877034,155310,"Same","Yes",NA,1644,NA,0.557,NA,3743,0.557,0.443,0.374496204225013,1644,3743
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2011,"coho",0.500404518347359,0.499595481652641,163289,"Same","Yes",NA,947,NA,0.223,NA,1252,0.223,0.777,0.691735406201981,947,1252
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2012,"coho",0.500220305324563,0.499779694675437,161211,"Same","Yes",NA,1366,NA,0.198,NA,1732,0.198,0.802,0.716421882190949,1366,1732
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2013,"coho",0.500176899380852,0.499823100619148,163993,"Same","Yes",NA,2300,NA,0.199,NA,2896,0.199,0.801,0.71537961254695,2300,2896
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2014,"coho",0.501304915180513,0.498695084819487,25355,"Same","Yes",NA,4567,NA,0.324,NA,6777,0.324,0.676,0.607417823351829,4567,6777
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2015,"coho",0.210509181925403,0.789490818074597,124760,"Same","Yes",NA,830,NA,0.551,NA,1872,0.551,0.449,0.276436826924595,830,1872
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2016,"coho",0.400995493960732,0.599004506039268,150546,"Same","Yes",NA,1818,NA,0.614,NA,4743,0.614,0.386,0.395071206075961,1818,4743
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2017,"coho",0.416159855678432,0.583840144321568,79537,"Same","Yes",NA,889,NA,0.242,NA,1199,0.242,0.758,0.632308172684665,889,1199
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2018,"coho",0.0719021305374406,0.928097869462559,109468,"Same","Yes",NA,913,NA,0.25,NA,1243,0.25,0.75,0.223366432578108,913,1243
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2019,"coho",0.359399128166127,0.640600871833873,94067,"Same","Yes",NA,2087,NA,0.2,NA,2641,0.2,0.8,0.642473522160004,2087,2641
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2020,"coho",0.39931369795484,0.60068630204516,90322,"Same","Yes",NA,2021,NA,0.16,NA,2428,0.16,0.84,0.713935130526843,2021,2428
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2021,"coho",0.420438277312178,0.579561722687822,90220,"Same","Yes",NA,2316,NA,0.142,NA,2767,0.142,0.858,0.747527851982976,2316,2767
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2022,"coho",NA,NA,0,"Same","Yes",NA,2584,NA,0.138,NA,3089,0.138,0.862,NA,2584,3089
"Salmon, coho (Lower Columbia River ESU) North Fork Toutle River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2010,"coho",NA,NA,0,"Same","Yes",NA,1952,NA,0.079,NA,2287,0.079,0.921,NA,1952,2287
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2011,"coho",NA,NA,0,"Same","Yes",NA,1320,NA,0.054,NA,1457,0.054,0.946,NA,1320,1457
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2012,"coho",NA,NA,0,"Same","Yes",NA,1421,NA,0.051,NA,1534,0.051,0.949,NA,1421,1534
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2013,"coho",NA,NA,0,"Same","Yes",NA,1749,NA,0.023,NA,1810,0.023,0.977,NA,1749,1810
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2014,"coho",NA,NA,0,"Same","Yes",NA,4627,NA,0.016,NA,4741,0.016,0.984,NA,4627,4741
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2015,"coho",NA,NA,0,"Same","Yes",NA,953,NA,0.025,NA,998,0.025,0.975,NA,953,998
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2016,"coho",NA,NA,0,"Same","Yes",NA,2017,NA,0.044,NA,2175,0.044,0.956,NA,2017,2175
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2017,"coho",NA,NA,0,"Same","Yes",NA,1660,NA,0.1,NA,1910,0.1,0.9,NA,1660,1910
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2018,"coho",NA,NA,0,"Same","Yes",NA,1733,NA,0.106,NA,1971,0.106,0.894,NA,1733,1971
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2019,"coho",NA,NA,0,"Same","Yes",NA,2612,NA,0.094,NA,2947,0.094,0.906,NA,2612,2947
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2020,"coho",NA,NA,0,"Same","Yes",NA,2808,NA,0.088,NA,3140,0.088,0.912,NA,2808,3140
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2021,"coho",NA,NA,0,"Same","Yes",NA,2915,NA,0.03,NA,3043,0.03,0.97,NA,2915,3043
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2022,"coho",NA,NA,0,"Same","Yes",NA,2938,NA,0.021,NA,3074,0.021,0.979,NA,2938,3074
"Salmon, coho (Lower Columbia River ESU) Salmon Creek - late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2010,"coho",NA,NA,0,"Same","Yes",NA,1653,NA,0.203,NA,2077,0.203,0.797,NA,1653,2077
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2011,"coho",NA,NA,0,"Same","Yes",NA,1180,NA,0.126,NA,1379,0.126,0.874,NA,1180,1379
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2012,"coho",NA,NA,0,"Same","Yes",NA,1876,NA,0.114,NA,2147,0.114,0.886,NA,1876,2147
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2013,"coho",NA,NA,0,"Same","Yes",NA,2825,NA,0.142,NA,3323,0.142,0.858,NA,2825,3323
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2014,"coho",NA,NA,0,"Same","Yes",NA,8364,NA,0.193,NA,10392,0.193,0.807,NA,8364,10392
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2015,"coho",NA,NA,0,"Same","Yes",NA,1453,NA,0.493,NA,2919,0.493,0.507,NA,1453,2919
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2016,"coho",NA,NA,0,"Same","Yes",NA,2372,NA,0.222,NA,3082,0.222,0.778,NA,2372,3082
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2017,"coho",NA,NA,0,"Same","Yes",NA,1165,NA,0.087,NA,1302,0.087,0.913,NA,1165,1302
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2018,"coho",NA,NA,0,"Same","Yes",NA,1117,NA,0.077,NA,1238,0.077,0.923,NA,1117,1238
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2019,"coho",NA,NA,0,"Same","Yes",NA,2243,NA,0.103,NA,2522,0.103,0.897,NA,2243,2522
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2020,"coho",NA,NA,0,"Same","Yes",NA,2418,NA,0.056,NA,2580,0.056,0.944,NA,2418,2580
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2021,"coho",NA,NA,0,"Same","Yes",NA,2581,NA,0.107,NA,2897,0.107,0.893,NA,2581,2897
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2022,"coho",NA,NA,0,"Same","Yes",NA,2036,NA,0.109,NA,2346,0.109,0.891,NA,2036,2346
"Salmon, coho (Lower Columbia River ESU) South Fork Toutle River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2010,"coho",NA,NA,0,"Same","Yes",NA,899,NA,0.696,NA,2957,0.696,0.304,NA,899,2957
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2011,"coho",NA,NA,0,"Same","Yes",NA,1963,NA,0.691,NA,6360,0.691,0.309,NA,1963,6360
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2012,"coho",NA,NA,0,"Same","Yes",NA,1270,NA,0.742,NA,4920,0.742,0.258,NA,1270,4920
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2013,"coho",NA,NA,0,"Same","Yes",NA,2653,NA,0.588,NA,6446,0.588,0.412,NA,2653,6446
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2014,"coho",NA,NA,0,"Same","Yes",NA,8920,NA,0.355,NA,13832,0.355,0.645,NA,8920,13832
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2015,"coho",NA,NA,0,"Same","Yes",NA,1362,NA,0.534,NA,2923,0.534,0.466,NA,1362,2923
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2016,"coho",NA,NA,0,"Same","Yes",NA,2629,NA,0.621,NA,6940,0.621,0.379,NA,2629,6940
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2017,"coho",NA,NA,0,"Same","Yes",NA,5195,NA,0.503,NA,10447,0.503,0.497,NA,5195,10447
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2018,"coho",NA,NA,0,"Same","Yes",NA,1321,NA,0.704,NA,4470,0.704,0.296,NA,1321,4470
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2019,"coho",NA,NA,0,"Same","Yes",NA,1559,NA,0.784,NA,7230,0.784,0.216,NA,1559,7230
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2020,"coho",NA,NA,0,"Same","Yes",NA,2401,NA,0.819,NA,13299,0.819,0.181,NA,2401,13299
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2021,"coho",NA,NA,0,"Same","Yes",NA,6399,NA,0.574,NA,15037,0.574,0.426,NA,6399,15037
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2022,"coho",NA,NA,0,"Same","Yes",NA,7275,NA,0.563,NA,16653,0.563,0.437,NA,7275,16653
"Salmon, coho (Lower Columbia River ESU) Tilton River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2010,"coho",NA,NA,0,"Multiple","Yes",NA,2774,NA,0.875,NA,22125,0.875,0.125,NA,2774,22125
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2011,"coho",NA,NA,0,"Multiple","Yes",NA,7615,NA,0.608,NA,19451,0.608,0.392,NA,7615,19451
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2012,"coho",NA,NA,0,"Multiple","Yes",NA,1601,NA,0.582,NA,3838,0.582,0.418,NA,1601,3838
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2013,"coho",NA,NA,0,"Multiple","Yes",NA,12,NA,0.998,NA,5866,0.998,0.002,NA,12,5866
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2014,"coho",NA,NA,0,"Multiple","Yes",NA,6850,NA,0.768,NA,29471,0.768,0.232,NA,6850,29471
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2015,"coho",NA,NA,0,"Multiple","Yes",NA,374,NA,0.715,NA,1315,0.715,0.285,NA,374,1315
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2016,"coho",0.500856489658804,0.499143510341196,1127160,"Multiple","Yes",NA,911,NA,0.907,NA,9773,0.907,0.093,0.355758199317735,911,9773
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2017,"coho",0.500117507756777,0.499882492243223,1055449,"Multiple","Yes",NA,5200,NA,0.554,NA,11653,0.554,0.446,0.474441894833011,5200,11653
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2018,"coho",0.438069130975927,0.561930869024073,1003205,"Multiple","Yes",NA,172,NA,0.971,NA,6004,0.971,0.029,0.31089257535045,172,6004
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2019,"coho",0.500825625318596,0.499174374681404,919608,"Multiple","Yes",NA,3562,NA,0.634,NA,9733,0.634,0.366,0.441323859934862,3562,9733
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2020,"coho",0.500849410945791,0.499150589054209,968489,"Multiple","Yes",NA,8915,NA,0.581,NA,21294,0.581,0.419,0.462956679440192,8915,21294
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2021,"coho",0.500257201385553,0.499742798614447,994377,"Multiple","Yes",NA,9666,NA,0.672,NA,29441,0.672,0.328,0.426746963716045,9666,29441
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2022,"coho",NA,NA,0,"Multiple","Yes",NA,11532,NA,0.516,NA,23839,0.516,0.484,NA,11532,23839
"Salmon, coho (Lower Columbia River ESU) Upper Cowlitz River - early and late",2023,"coho",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2010,"coho",NA,NA,0,"Portion","Yes",NA,20,NA,0.259,NA,27,0.259,0.741,NA,20,27
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2011,"coho",NA,NA,0,"Portion","Yes",NA,61,NA,0.247,NA,81,0.247,0.753,NA,61,81
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2012,"coho",NA,NA,0,"Portion","Yes",NA,52,NA,0.257,NA,70,0.257,0.743,NA,52,70
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2013,"coho",NA,NA,0,"Portion","Yes",NA,56,NA,0.282,NA,78,0.282,0.718,NA,56,78
"Salmon, coho (Lower Columbia River ESU) Washington Upper Gorge Tributaries and White Salmon River - late",2014,"coho",NA,NA,0,"Portion","Yes",NA,25,NA,0.242,NA,33,0.242,0.758,NA,25,33
